title,summary
기적의 30일 수능만점 공부법,"“수능 족집게 스타강사 오대교 대표(오대교수능연구소)의 <기적의 30일 수능만점 공부법>이 출간되었다. 저자가 19년 차 대입 수능 강의를 하면서 수능 시험을 10회 응시한 경험을 바탕으로 집필된 이 책에는 수능 시험 출제기관에서 발표한 보도 자료를 바탕으로 ‘수능 시험을 예상하는 방법’, ‘수능 점수를 올릴 수 있는 효과적인 방법’ 등 수험생이라면 반드시 알아야 할 정보들이 선별 수록되었다.

수능의 ‘본질’을 이해하면, 대입의 90%는 해결된다고 말하는 오대교 대표는 “수능에서 한 등급을 결정하는 점수는 10점 내외이다. 한 문제의 배점이 3~4점인 것을 감안하면 고작 3문제가 등급과 대학을 가르는 것이다”라고 말한다. “수능은 지식의 절대량을 평가하는 시험이 아니라 사고력을 바탕으로 한 자료 분석 능력을 평가하는 시험이라는 특성을 이해해야 한다”라고 말하는 그의 설명에 주목할 필요가 있다.

이처럼 올해 대입을 준비하는 수험생들에게 꼭 필요한 정보들이 가득 담긴 이 책은 수능 시험을 출제하는 출제기관에서 발표한 자료를 객관적인 근거자료로 활용하여 실제 사례에 적용한 설명을 통해 수능시험이 요구하는 문제 접근 방식을 알기 쉽게 설명한다.

<기적의 30일 수능만점 공부법>에 수록된 공부방법과 각종 데이터에 바탕한 효과적인 수능 대응 전략을 충실히 이해한다면 대입을 준비하는 수험생 모두 등급 향상과 수능 점수 향상이라는 결과를 얻을 수 있을 것이다."
2021 UAA 생명과학 2 Starter N제 (2020년),"STARTER는 수능과 시중 N제 사이에 있는 난이도의 간극을 채우고자 양과 난이도에 있어 N제 입문용 gate의 포지션을 가진 N제이다. 명쾌한 논리, 소화할 수 있는 길이의 논리, 지적유희용이 아닌 절제되면서도 다양한 문항들로 1등급 및 N수생에게는 실력점검용 + 개정 생명과학의 변화에 대한 이해를, 2등급 이하에게는 문제풀이 속도 향상 및 논리사고 훈련의 효과를 제공한다."
조정식의 수능영어 기출분석 독해 유형편 (2020년),"기출 학습은 ‘문제 풀어보기’가 아닌 ‘분석’이어야 한다. 따라서 이 책에는 기출 분석을 위해 필요한 모든 내용을 담았다. 최근 수능 trend 분석 및 실질적 유형 접근법을 제시하고, 영어 해석을 위한 실질적인 구문 문법을 분석하였다. 또한, 문맥의 흐름과 지문을 이해할 수 있는 붙여읽기 학습이 가능하다."
고잉 사회영역 생활과 윤리 (2021년용),"고잉은 핵심 개념과 우수 기출 문제로 수능과 내신을 빠르게 대비할 수 있는 단기 특강서이다. ""고잉 생활과 윤리""는 수능과 내신의 핵심 내용을 빈출 선택지와 함께 간략하게 정리하여 필수 개념을 한눈에 파악할 수 있게 하였으며, 주제별·인물별로 선정된 우수 기출 문제를 익히면서 실전 감각을 향상시킬 수 있도록 구성하였다."
기출의 고백 K 고1 문학 비문학(독서) (2020년),"2022학년도 수능 준비를 위한 수능 국어 필수 기출분석서로, 고1 전국연합학력평가 3개년 문제를 영역별로 구성하였다. Book 1 문제편에서는 고득점 선배들의 영역별 접근법을 낱낱이 밝혀내었고, Book 2 해설편에서는 문제 풀이의 비법을 제대로 풀어냈다."
New 독해의 7법칙 (2016년),"인터넷 강의 '12시간 독해'를 책으로 엮었다. 대한민국 최초로 독해를 '법칙화'시켜 진정한 독해를 위한 공부를 유도한다. 심슨 심우철 선생님이 독학하는 학생들을 위해 강좌 10일 무료 체험권을 제공하며, 전 문장 MP3파일을 홈페이지에서 무료로 제공한다. Example을 포함한 모든 문장을 원어민 발음으로 확인하며 반복학습할 수 있다."
신사고 Q-Science 큐사이언스 화학 1 (2019년 고3용),"개념 핵심 정리부터 적중률 높은 문제까지 쉽고 빠르게 학습을 마무리할 수 있는 문제집. 핵심 개념을 알기 쉽고 명확하게 이해하고, 자료와 탐구의 핵심 공략으로 중요 개념을 완전하게 이해할 수 있도록 설명하였다. 또 학교 시험 및 수능을 완벽 대비할 수 있도록 시험 출제 빈도가 높은 문제로 실력을 다질 수 있도록 구성하였다. 아울러 전국 학교 선생님의 검토를 받아 시험 경향을 완벽하게 반영하였다."
Xistory 자이스토리 국어 기본 520제 (2019년),"기출 문제를 철저히 분석하여 독서는 지문 구조별 6개의 독해 공식, 문학은 갈래별 7개의 독해 공식을 통해 국어를 효과적으로 학습할 수 있는 교재이다. 지문 구조별 6개, 갈래별 7개 독해 공식, 유형별 문제 풀이 공식을 수록하였으며, 독해 이해-독해 적용-독해 완성의 3단계 훈련 프로그램을 제공한다. 최신 8개년 학력평가 우수 문항을 선별.수록하였다."
2021 기출의 파급효과 : 확률과 통계 (2020년),"확률과 통계 기출을 푸는 데 정말 필요한 태도와 도구만을 모두 정리했다. 기출에 대한 태도와 도구들을 바로 활용할 수 있도록 준킬러 이상급의 기출들을 칼럼 속 예시로 들었다. 20학년도 수능 경향과 해당 기출까지 반영되어 있다. 평가원 문항뿐만 아니라 교육청, 사관학교 문항도 중요한 기출들이다. 칼럼 속 예시 해설과 유제 해설은 문제를 푸는 데에 있어 필요한 생각의 흐름을 매우 자세하게 담았다."
생강 수학 3 (2020년용),"생생한 강의를 만화로 구성한 자율학습서. 만화로 내용을 설명하고 포인트를 정리한 후 단원정리와 연습, 기출문제를 수록하여 고1에서 심화까지 내신과 수능을 한 번에 잡을 수 있도록 구성되어 있다."
Upgrade Math 업그레이드 수학 대학별 고사 (수리논술),"각 대단원의 첫머리에, 필수적으로 기억해 두어야 할 공식이나 법칙, 정리 등의 핵심적인 학습 요점을 간결하게 요약 제시하였고, 각 대단원에 속하는 대표적인 기출 문제 유형들을 하나씩 집중적으로 소개·해설하였다. 기출 문제 유형이 없는 경우는 업그레이드(출제예상) 문제를 수록하였다. 각 기본문제마다 업그레이드 문제를 힌트와 함께 제시하여, 각 문제 유형을 용이하게 익힐 수 있도록 하였다."
2018 수능대비 수능기출 모의고사 33회 화학 1 (2017년),"시험 당일 실제 상황과 동일한 환경에서 33번 반복 연습이 가능하다. 4개년 수능, 예비수능 및 평가원 13회 + 4개년 학력평가 16회 + 수능대비 재구성 모의고사 4회, 660문항이 수록되어 있다. 단원별로 문제를 풀고자 하는 학생, 취약한 부분의 문제를 집중적으로 풀고자 하는 학생들을 위한 단원별 문항 분류표, 자가 진단을 위한 회별 등급컷을 제공한다."
맞수 수능문법어법 실전편 (2017년용),개인의 영어 실력에 맞춰 학습할 수 있는 수준별 수능문법.수능어법 훈련서이다. 최신 수능 기출 및 평가원 문제의 어법 문항을 철저히 분석해 문법 설명에 담았으며 이를 적용하여 풀 수 있는 다양한 문제를 제시한다. 수능 빈출 문법 요소를 기준으로 구성한 12강과 4강의 MINI TEST를 통해 실력을 다지고 점검할 수 있다.
오감도 수능 국어 기본편 (2016년용),"EBS 저자와 수능 분야의 전문가들이 집필에 참여하여 수능의 출제 경향을 반영한 수능 실전서. EBS 제재와 교육과정의 성취 기준 내용을 적극적으로 출제에 반영하는 수능의 경향에 맞춰, EBS 및 교과서와의 연계를 더욱 강화하였다."
처음 시작하는 밥 먹듯이 매일매일 문학 (2021년용),"작품 분석력.문제 해결력을 향상시킬 수 있는 4주 완성 집중 학습 플랜을 제공하는 교재다. 실력 완성 문제편에서는 수준 높은 기출문제를 총망라하였다. 갈래별로 구분하고 갈래 복합 지문을 별도로 구성하였고, 작품 감상 능력 향상을 위한 ‘제대로 감상법’과 문제 해결력 향상을 위한 ‘제대로 접근법’을 배치하였다. 실력 향상을 위한 문학 학습 방법을 제시한다.

작품 분석 해설편에서는 친절하고 자세한 첨삭식 작품 분석을 실었고, 지문 이해를 돕는 작품 해제와 모든 문항에 대한 첨삭식 문제 해설을 실었다. 정답률과 매력적인 오답을 제시하였고, 정답의 이유와 오답의 이유 또한 제시하였다."
압축정리 고전시가 (2019년용),2009 개정교육과정 11종 문학교과서와11종 고등국어 I.II 교과서의 고전시가 전 작품(본문 작품+활동 작품)을 수록한 교과서 문학 작품 해설서이다. 상세한 보충 설명과 요약으로 알기 쉽게 문학 작품을 학습할 수 있도록 구성했다.
핵심큐 사회.문화 (2021년용),"2015 개정 교육과정의 5종 사회.문화 교과서를 철저히 분석하여 만든 1등급을 위한 시험대비 교재다. 1등급 준비를 효과적으로 할 수 있도록 시험에 자주 출제되는 주제별 개념과 핵심 자료를 선별하여 일목요연하게 정리하였고, 시험에 나오는 문제를 단계별로 제시하여 시험을 완벽하게 대비할 수 있다."
EBS 수능특강 과학탐구영역 지구과학 2,"체계적인 교과 내용 분석과 그에 따른 필수 점검 문항으로 구성된 수능 준비를 시작하기 위한 최적의 교재로 단원별 내용 정리, 2점 테스트, 3점 테스트로 구성되었습니다."
보카 매니저 Voca Manager 수능편 (2021년),"최근 수능 출제 경향을 반영한 어휘 교재로, 수능 필수 어휘 2,000개, 구동사 300개를 비롯해 220개의 다의어와 다품사어의 학습을 통해 실전 어휘력을 향상시킬 수 있도록 구성했다."
이명학 실전모의고사 영어영역 Vol.1 (2020년),"이명학 실전모의고사는 대성마이맥 영어 대표강사 이명학 선생님이 직접 만든 모의고사로, 출시 직전까지의 평가원 최신 TREND와 평가원 출제 원칙을 그대로 담아 만든 모의고사이다. 때문에 현재 본인의 실력을 정확히 알고 싶은 수험생과, 수능을 앞두고 실전과 유사한 경험을 하고자 하는 수험생들이 반드시 풀어봐야 하는 모의고사다."
씨뮬 3rd 사설 1년간 모의고사 고2 영어,총 12회의 실전 모의고사로 실제 시험지 크기로 되어 있어 실전에 대한 적응력을 높일 수 있다. 4주 완성 학습 플랜에 따라 4주만에 교재를 마스터 할 수 있도록 하였다. 문제를 풀고 난 후 채점과 등급은 바로바로 알 수 있도록 '빠른 정답'과 '등급컷'을 수록하였다. 회별 주요 단어를 선정하여 휴대하면서 암기할 수 있도록 구성하였고 MP3를 무료로 다운로드(www.goldedu.co.kr) 받아 어휘 암기에 활용할 수 있도록 하였다.
오감도 수능 국어 종합편 (2016년용),"EBS 저자와 수능 분야의 전문가들이 집필에 참여하여 수능의 출제 경향을 반영한 수능 실전서. EBS 제재와 교육과정의 성취 기준 내용을 적극적으로 출제에 반영하는 수능의 경향에 맞춰, EBS 및 교과서와의 연계를 더욱 강화하였다."
"매3영, 매일 지문 3개씩 푸는 영어독해 교육청 기출 고2","최신 3개년 교육청 학력평가를 유형별+연도별로 순차적으로 풀도록 구성된 수능 /내신 독해 훈련서이다. 단어와 구문을 단어(word) / 구(phrase)의 연계 학습으로 공부하고 기출문제를 푼 후에 즉시 ‘지문해석’에서 단어, 구와 끊어읽기로 다시 확인하는 원스탑(One-Stop) 복습프로그램으로 구성하였다.

같은 기출이라도 제대로 공부하고 제대로 훈련할 수 있도록 매일 지문 3개씩을 풀게끔 가장 효과적인 학습법과 접목하여 최신 3개년 교육청 기출 지문을 18일 만에 마스터할 수 있다."
현대중단편소설 (1960~2000),"8.15 광복, 6.25 전쟁 이후로부터 현대에 이르기까지의 한국의 정치, 경제, 사회, 문화의 순기능과 역기능, 그리고 긍정적인 측면과 부정적인 측면을, 시대를 고뇌했던 문학인들이 자신들의 소설을 통해 드러낸 역사적 산물이다.

박완서의 >엄마의 말뚝 2>와 이호철의 >닳아지는 살들>은 한 가족의 비극을 통해 지금까지도 지속되고 있는 분단의 비극을, >순이삼촌>은 제주도 4.3사건의 실체를 다뤘다. 서민들의 세상살이의 고단함을 보여 주는 >원미동 사람들-멀고 아름다운 동네>와 >한계령>, 작은 역의 대합실에서 열차를 기다리는 다양한 사람들의 삶을 보여 주며 산업화 속에서의 고단한 인생살이를 드러내는 >사평역>등이 수록되어 있다.

그 밖에, 기회주의적인 인물을 등장시켜 인간본성의 추악함을 드러내는 >꺼삐딴 리>, 사회에서 소외된 장애인들을 통해 부조리한 사회현실에 대한 바른 인식을 촉구하는 >난장이가 쏘아올린 작은 공>, 김승옥의 >서울, 1964년 겨울>, 이문구의 >관촌수필-일락서산>, 최인훈의 >소설가 구보 씨의 一日>, 이문열의 >금시조>등이 실려 있다."
Concept 영어독해 실전모의고사 15회 (2017년용),"1. 수능 독해 실전 훈련을 위해 <실전> 수준의 난이도로 독해 실전모의고사 15회 구성
2. 수능 독해 어휘력 향상을 위한 수능 필수 어휘 정리
3. 빠른 정답 Check로 빠르게 독해 모의고사의 정답 확인
4. 지문 MP3 파일 무료 다운로드(www.sinsago.co.kr)
5. '지문 듣기' 및 '어휘 학습' 모바일웹 무료 서비스(concept.sinsago.co.kr)"
리얼 수능 기출 모의고사 3개년 문제집 고3 수학영역 A형,"본서는 최신 3개년 동안 시행된 3·4·7·10월 교육청 모의고사와 평가원에서 출제한 6·9·11월 기출 문제를 모두 수록하여 수험생들이 최신 출제 경향과 문제의 유형을 정확히 파악할 수 있도록 구성했다.

기출 문제는 시행 연월별로 문제의 난도가 다르기 때문에 같은 점수라도 등급이 다르게 나오므로, 수험생이 실력을 정확히 파악할 수 있도록 등급 컷 원점수를 제공한다. 이를 바탕으로 수험생 스스로 자기 실력을 확인하고 그에 따른 학습 계획을 세울 수 있게 해준다."
N기출 수능기출 문제집 수학영역 나형(인문계) 4점 집중 (2019년),"최근 5개년 수능 및 평가원 기출 문제를 수록하였으며, 3점, 4점 기출 문제를 난이도별로 분책하여 수능을 단계별로 대비할 수 있도록 구성하였다."
메가스터디 개념 + 실전 통합과학 기본서 (2021년용),"한 권으로 개념 이해부터 실전 대비까지 완성할 수 있도록 개발된 하이브리드 기본서다. 다양한 그림과 도표, 쉬운 문장으로 개념을 이해하기 쉽게 정리하였고, 핵심 개념을 한 문장으로 정리해 주어 핵심 개념을 파악할 수 있도록 하였고, 개념 학습 후 바로 개념을 확인할 수 있는 개념 확인 문제, 교과서 문장 빈칸 채우기와 ○× 문제, 단계별 실전 문제 등 다양한 문제를 통해 개념을 마스터 할 수 있도록 하였다."
매일 자기소개서 노트,"학생부종합전형을 준비하는 학생들은 자기소개서를 쓸 때 좌절감부터 경험한다. 모자람 없이 채웠다고 생각했는데 막상 자기소개서를 쓰려고 보면 구멍이 숭숭 뚫린 것 같은 생활기록부부터 어떤 활동이 자기소개서의 문항에 어울리는지, 내가 지금 문장을 잘 쓰고 있는지 온갖 곳에서 막막함이 샘솟는다.

유튜브 조회수 650만 뷰에 달하는 소린TV의 크리에이터이자 학생부종합전형으로 서울대와 고려대, 연세대, 포스텍을 동시합격하고 성적우수 장학금을 받고 서울대에 입학한 저자는 80여 명의 자기소개서를 첨삭하며 증명한 합격하는 자기소개서 5단계 작성법을 이 책에 담았다."
메가스터디 파이널 봉투모의고사 천기누출 국어영역 (2017년),"신유형의 문제를 적극 반영하고, 실제 수능에서 출제 가능성이 높은 제재와 문제를 엄선하여 출제한 파이널 모의고사 문제집이다. 최근에 실시된 평가원 모의고사(6월.9월 모의고사 반영)는 물론 그동안 수능에 출제된 지문과 문항들을 철저히 분석하여 2018 수능에서 출제 가능성이 높은 지문과 문제를 짚어내었고, 이와 함께 EBS 교재와 수능의 연계 변형 원리를 철저히 분석하여 실제 수능 출제 가능 문제를 예상하였다."
매3영 수능 - 매일 지문 3개씩 푸는 영어독해 수능기출 수능편 (2016년),"어휘에서 구문, 독해까지 완성되는 3단계 학습법으로 내신, 수능 독해의 기본기를 다지는 최상의 구성이다. 2017학년도 대비 최신 수능 기출을 유형별 + 연도별로 수록하여 수능독해 기본기를 훈련하며, 지문 복습 프로그램으로 영어 학습의 키워드인 '문법(구문)'과 '어휘’ 기본기를 다진다."
무작정 시작할 수능 없다 나의 첫 고전 시가 공부법,"고등학교 1~2학년 학생들을 위한 수능 문학 감상 문제집이다. 중요 문학 작품을 반복하며 읽고 또 읽게 하는 [슬쩍 작품 읽기 → 꼼꼼 작품 분석 → 술술 감상 확인 → 뚝딱 작품 정리] 4단계 학습법을 제안한다.

작품의 대강부터 구절 하나하나까지 꼼꼼하게 읽도록 유도하여 학생들이 스스로 작품을 읽고 분석해 나가도록 구성하였다. 학습자에게 작품을 파악했다는 만족감과 함께 작품을 대해도 겁먹지 않을 수 있는 자신감을 기르도록 하였다."
EBS 수능특강 사용설명서 사회탐구영역 생활과 윤리 (2019년),"신경향 수능 대비에 최적화된 교재다. 연계교재가 어려운 학생들을 위해 더 친절하고 자세하게 설명하였다. 수능특강에 수록된 지문을 그대로 싣고 개념의 이해를 도와주며, 수능특강의 어려운 내용과 도움이 되는 자료를 자세히 설명하여 연계교재 학습을 확실하게 마무리할 수 있도록 도와준다."
EBS 기출의 미래 수학영역 기하와 벡터 (2019년),"기출로 시작해서, 기출로 끝내는 2020 수능 대비 문제집. 최근 5개년의 대수능, 모의평가, 학력평가 기출 문제를 엄선, 최다 문제를 실었다."
