title,summary,category
플레이팅 디저트,"접시 위에 올려지는 플레이팅 디저트plating dessert에 대한 정보가 들어있다. 26종류의 플레이팅 디저트를 어떻게 매력적으로 구성하는지, 어떻게 조화롭게 디자인하는지, 어떻게 맛있게 만드는지, 상세한 과정을 사진과 함께 소개한다.",Home_Cook_Beauty
2018 처음 가계부 (분리형),"2018년도 <처음 가계부> 분리형이다. 저자와 독자가 1년간 수기로 직접 기록해본 뒤, 서로 공유하고 피드백하는 과정을 통해 장점은 살리고 문제점은 수정 보완함으로써 한층 더 알차고 실속 있게 꾸몄다. 1일 1장씩 쓰는 요니나표 가계부만의 데일리 양식을 유지하되, 월별로 분리해 사용하다 다시 모아 보관할 수도 있도록 만들어 휴대성을 높였다.

제대로 쓰는 것만으로도 소비 관리가 이뤄지도록 2018년 꿈 목록, 소비 분류용 마인드맵, 목적 통장 내역표, 카드 사용 설명서, 경조사 체크리스트, 위시 리스트, 모바일 상품권 리스트 등 돈 관리에 필요한 여러 가지 유용한 목록과 활용법을 수록했다. 변동 수입이나 목표 등을 적을 수 있는 칸을 ‘한 달 계획’에 신설했고, 장기&단기 통장 내역표 등 사용 빈도가 높은 리스트는 페이지를 추가했다. 잘못된 소비 습관을 바로 잡고, 자신의 상황에 맞는 부자 습관을 만들어갈 수 있다.",Home_Cook_Beauty
후다닥 아침 레시피,"만드는 데 오래 걸리지 않고, 흔한 식재료를 색다르게 활용해볼 수 있는 아이디어가 담긴 아침밥 레시피 북이다. 평일 아침을 위한 쉽고 간단한 '5분 레시피'들이 가득하다. 휴일이나 전날 밤에 미리 준비해두면 아침에 금방 먹을 수 있는 레시피도 보탰다.

특별한 식재료 대신 우리가 가장 흔히 먹고 접하는 재료들을 달걀, 빵과 밥, 디저트, 과일과 채소, 국물이 있는 끼니로 나누어 정리했다. 해 먹는 것보다 더 귀찮은 게 바로 뒷정리인만큼, 칼이나 도마 없이 손으로 다듬을 수 있는 재료를 사용하는 등 조리 도구를 최소화하는 데에도 신경썼다. 설거짓거리가 확 줄어들어 한결 간편하다. 영양 균형을 완벽하게 맞춰야 한다거나 칼로리를 줄여야 한다는 강박에서 벗어나 일단 자신이 먹고 싶은 음식, 좋아하는 음식을 천천히 만들어보자.",Home_Cook_Beauty
스타 건축가 3인방의 따뜻한 전원주택을 꿈꾸다,"전원주택 분야에서 젊고 실력 있는 건축가로 유명한 세 저자가 서울권 아파트 전셋값 부담에서 벗어나 우리 가족이 살고 싶어 하는 전원주택을 지을 수 있는 방법을 안내한다. 집을 짓기 위해 필요한 예산 잡기, 단순 시공비, 부가비용 등 금액부터 좋은 땅을 고르는 핵심 포인트, 집짓는 순서, 초보 건축주들을 위한 팁 등을 소개하고 있다.

20평대부터 70평대에 이르는 다양한 평형대의 전원주택을 짓기 위해서 필요한 금액을 1억부터 3억 원대의 항목별로 나열하고 건축주 및 가족 구성원의 동선을 고려한 인테리어, 사용된 자재가격 및 종류 등 세세한 부분까지 알려준다.

하지만 가장 먼저 ‘나에게 집이란 무엇인가’라는 정의를 내릴 줄 알아야 한다. 이는 곧 ‘내가 살고 싶은 집’에 대한 답이 되어 줄 것이다. 부모님이 살기 좋은 집, 내 아이가 뛰놀 수 있는 집, 독립적인 생활공간이 마련된 집, 가족 전체가 함께할 수 있는 놀이공간이 있는 집 등등. 살고 싶은 ‘살기 좋은 집’에 대한 사려 깊은 통찰은 우리 가족 라이프스타일에 맞춘 전원주택 설계로 이어진다.",Home_Cook_Beauty
나 혼자 먹는다,"'해먹는 혼밥'에 도전하는 사람들을 위한 책. 2011년부터 7년간 월간 이밥차의 '혼자 먹는 밥상' 이라는 코너를 통해 1인분 레시피를 7년째 연구해온 이밥차의 노하우를 정리했다. 리얼해서 도전해볼만 하고, 도전했더니 진짜 맛이 나고, 맛있는데 건강에 치명타를 입히지 않는, 적당한 혼밥 레시피를 소개한다.

냉장고나 찬장에 있을 법한 재료로, 없다면 한두 끼 분량으로 구입할 수 있는 재료들로만 구성했다. 달걀, 양파, 즉석밥, 냉동만두, 김치, 어묵, 라면 같은 단골 재료들에 가장 기본적인 양념장만 있어도, 국밥으로 덮밥으로 비빔국수로 혼밥족들의 뼈와 살이 되는 한 끼 식사가 된다.

과정은 4개에서 많게는 6개. 헤맬 일 없이 모든 과정을 사진에 담아 따라하기 쉽게 했으며, 도마, 냄비 또는 팬 하나만 있으면 완성할 수 있는 간단한 레시피들 위주로 구성했다.",Home_Cook_Beauty
원페이지 가계부,"가계부를 쓰며 받는 스트레스를 어떻게 관리를 해야 하는지, 또 기초부터 탄탄한 돈 관리 근육을 생성하려면 어떻게 해야 하는지, 가정에서는 관리하기 힘든 보험이나 대출까지도 어떻게 관리해야 하는지 단계적으로 친절하게 설명하고 있다.

‘이렇게만 하면 부자 된다, 이렇게만 하면 가계부를 잘 쓸 수 있다’고 하는 이론만 난무하고 막상 쓸 때는 어떻게 작성해야 하는지 알 수 없었던 책들 사이에서 <원페이지 가계부>는 훨씬 다듬어지고 현실성 있는 이론뿐만 아니라 이론을 실행해 줄 강력한 솔루션인 돈 관리 프로세스까지 제공하고 있다.",Home_Cook_Beauty
온 국민이 검색하는 365 매일 밥상,"요즘 마트에 들러 이것저것 장을 보면 별거 산 것도 없는데 계산대에서 찍혀 나오는 가격표를 보곤 한숨이 절로 나온다. 외식을 줄이고 집에서 차려 먹으면 돈을 절약할 수 있다는 말도 옛말이다. 그렇다고 안 먹고 살 수도 없고 장바구니 물가가 오른 요즘, 어떻게 하면 먹거리로 인한 가계 부담을 줄이면서 건강한 식탁을 차릴 수 있을까?

종갓집 맏며느리로 건강한 한식 레시피를 만들어 온 요안나가 그동안 7권의 요리책을 만들면서 쌓인 노하우와 대한민국 모든 주부들이 원하는 ‘알뜰하게 장 보고 남김없이 사용하는 건강한 요리’의 바람을 담은 책이다. 주말에 2~3가지 재료를 구입해 주중에 필요한 반찬, 국, 찌개 등 다양한 요리를 만들어 구입한 재료를 남김없이 알뜰하게 사용할 수 있도록 400여 페이지에 무려 288가지 레시피를 담았다.",Home_Cook_Beauty
따뜻한 식사,"‘늘 먹는다’, ‘가끔 먹는다’, ‘특별히 먹는다‘ 총 3권으로 구성되었다. 아티스트 손은경의 일러스트 작품과 아티스트 신기오의 일러스트 작품, 그리고 껴안음의 형상화된 이미지를 얹은 표지를 볼 수 있다. 요리와 함께 ’껴안음‘의 생각을 담았다. 책 속에는 '껴안음'이 존경하는 농부님 60여 분이 레시피와 함께 소개된다.",Home_Cook_Beauty
맛의 천재,"이탈리아의 역사 저널리스트 알레산드로 마르초 마뇨의 <맛의 천재>. 르네상스 시기의 책과 출판의 역사를 다룬 <책공장 베네치아>, 화폐와 금융의 역사를 다룬 <돈의 발명>에 이어 국내에 소개되는 그의 세 번째 책이다.

피자, 파스타, 에스프레소, 모짜렐라, 티라미수 등 이미 우리의 식문화 깊숙이 자리 잡은 이탈리아 음식들의 기원과 변천사, 그리고 성공 스토리를 담은 <맛의 천재>는 전작들과 마찬가지로, 베테랑 저널리스트의 집요한 취재란 어떤 것인지 그 정수를 보여주는 책이다.

2003년부터 15권의 저서를 펴내며 왕성한 글쓰기를 보여준 마르초 마뇨는 높은 생산성의 비결을 묻는 질문에 '가서 보고 보도할 뿐(andare, vedere e riferire)'이라는 단답을 내놓아 범인(凡人)들을 허탈케 한 바 있지만, 어찌 됐든 그는 이 책에서도 자신의 말대로 사료가 있는 곳이면 어디든 마다않고 달려가고, 관련된 인물이 살아 있으면 전화나 이메일 인터뷰라도 따내어, 방대한 정보로 중무장한 글을 선보인다.

이탈리아의 경제 일간지 「Il Sole 24 Ore」에 연재한 음식 칼럼이 단초가 되어 출간된 <맛의 천재>는 오늘날 세계 곳곳에서 보편성을 획득한 음식들의 탄생 비화와 성공 비결을 들려주는데, 과거의 인물들과 사건들을 생생하게 소환하기 위해 문학, 미술, 영화, 광고 등 온갖 장르의 문화 콘텐츠가 동원된다.",Home_Cook_Beauty
착한빵 에코빵,"어린 시절부터 아토피가 있기는 했지만 적당히 조심하면서 남들과 다를 것 없는 성장기를 보냈던 그녀들이 에코빵을 개발하게 된 데에는 이유가 있다. 성인이 된 이후에 급격히 악화되는 증상으로 휴학, 휴직을 경험했던 것. 그때 평범한 일상을 빼앗기면서 겪어야 했던 상실감과 소외감, 불편함이 컸기에, 지금은 블로그(blog.naver.com/hyunslynn)를 통해 비슷한 고민을 하는 이들에게 에코베이킹을 전파하고 있다.

책은 그렇게 개발된 42가지의 머핀, 케이크, 쿠키, 디저트가 소개된다. 초코브라우니, 호두과자, 딸기생크림케이크, 고구마무스케이크, 호두크랜베리비스코티, 아몬드링쿠키, 오트밀사과쿠키, 비비빅, 호두아이스크림 등의 익숙한 맛부터 매실머핀, 대추머핀, 마채소머핀, 레몬두부케이크, 가짜미트파이, 비지마들렌, 딸기청국장쿠키 등 호기심을 자극하는 맛까지 아우르며 식욕을 자극한다.

각 레시피마다 애피타이저처럼 곁들여진 짧은 에세이에는 빵자매가 대표적인 현대병 아토피로 고생하면서 공부하게 된 환경 상식과 친환경 소비법, GMO나 트랜스지방 등의 식재료 정보, home-made 향신료 만드는 법, 오븐 등 주방용품 구입에 대한 조언 등도 폭넓게 소개한다. 또한, 에코빵은 늘 칼로리를 걱정하는 다이어트족들에게, 빵을 좋아하는 아이를 둔 엄마들에게, 나아가 저자처럼 식생활을 엄격하게 제한해야 하는 각종 현대병으로 고생하는 이들에게 최고의 타협점이 될 것이다.",Home_Cook_Beauty
거제 가정식,"거제에서 보내온 맛있는 집밥 이야기. 결혼 후 남편과 거제로 온 저자가 혼밥이 지겨워진 어느 날, 요리를 하고 좋아하는 그릇에 음식을 담아서 사진을 찍은 뒤 인스타그램에 올린 후, 많은 사람들의 관심을 받으며 지금도 매일의 식사와 거제의 일상을 공유하고 있다. 이 책은 그녀가 인스타그램에 채 담지 못한, 내밀한 이야기와 집밥 요리법을 담은 첫 번째 책이다.

밥요리를 기본으로 빵과 수프, 파스타, 샐러드 등 다양한 종류의 가정식을 제안한다. 아침은 가볍게 수프와 빵으로, 점심은 간단히 한그릇 밥 요리를, 저녁은 술 한잔과 냄비요리로 식사를 하고, 주말에는 솥밥정식이나 파스타를 만들어 먹는다.

샐러드에 올릴 리코타치즈도 드레싱도, 파스타 소스도 직접 만들어 사용한다. 피클과 김치를 담그고, 각종 양념도 만들어 먹지요. 조금 번거롭고 시간이 걸리더라도 홈메이드를 고집한다. 솥밥을 짓는 법, 토마토로 소스를 만드는 법, 담금주를 만드는 법까지. '거제 가정식'에서 손으로 빚고 만드는 비법을 공유한다.

흥미로운 살림 이야기도 가득하다. 싱크대, 주방 청소법, 집안 청소 노하우부터 그릇과 조리도구의 사용법, 구입법, 스타일링 팁까지. 남의 집 살림 엿보기는 늘 흥미롭지요. 알아두면 좋은 살림 정보와 깨알같은 노하우가 꼭꼭 담겨있다.",Home_Cook_Beauty
손뜨개 미니어처 소품 100,"생활감 느껴지는 주방 소품부터 친근하고 귀여운 동물까지. 보고 있기만 해도 가슴이 두근두근 설레는 미니어처 사이즈의 소품 100가지를 소개한다. 여성들에게 언제나 인기 만점인 패션을 비롯해 음식, 행운의 액세서리 등의 아기 손바닥 크기만 한 소품들을 이 한 권의 책만 있으면 모두 만들 수 있다.

또한, 실과 바늘 잡는 법, 첫코 만드는 법, 전단의 코 줍는 법, 배색무늬 뜨는 법, 줄무늬 뜨는 법 등 기초부터 응용까지 친절한 설명과 그림으로 이해를 도왔다. 작품집으로도 교재로도 안성맞춤인 <손뜨개 미니어처 소품 100>은 초보자에게도 기쁜 선물이 될 것이다.",Home_Cook_Beauty
Life 라이프,"요시모토 바나나를 비롯한 4인의 작가가 들려주는 음식 관련 신작 에세이. 2005년 개봉한 일본영화 <카모메 식당>에서는 향긋한 계피향이 솔솔 풍기는 시나몬롤, 지글지글 맛있게 구워지는 쇼가야키(돼지고기생강구이), 아버지와의 가슴 따뜻한 추억이 담긴 주먹밥이 등장한다. 그 맛깔스런 음식들을 실제로 만들어 낸 주인공은 푸드 스타일리스트 이이지마 나미.

그녀는 영화 <카모메 식당>에 참여한 것을 시작으로 <도쿄타워 ~엄마와 나, 때때로 아버지>, <안경>, 드라마 <심야식당> 등 다양한 매체에서 음식감독으로서 활약하고 있다. 그런 그녀가 호보닛칸이토이 신문에 연재했던 인기 레시피 <LIFE>가 한 권의 책으로 만들어 졌다. 영화를 보며 '대체 저런 음식들은 어떻게 만드는 거야!'하며 군침만 삼킬 수 밖에 없었던 한국 팬들에겐 반가운 소식이 아닐 수 없다.

책에 등장하는 22가지 요리(사이드 디시 포함, 30가지)들은 결코 거창한 것들이 아니다. 평범한 일본 가정에서 매일 먹는 메뉴들을 이이지마 나미가 그녀만의 비법을 이용해 재현해낸 것. 책 속에는 먹어도 먹어도 자꾸 먹고 싶어지는 마법 같은 요리들이 가득 펼쳐진다. 요리마다 재미있는 상황을 설정해 읽는 재미도 더해준다.",Home_Cook_Beauty
직접 만드는 나만의 핸드메이드 스커트 25,"다양한 디자인의 스커트를 한 권에 모았다. 소어들로부터 가장 사랑받는 아이템인 스커트 25종이 수록되어 있으며, 사진 제작 설명서와 일러스트 제작 설명서로 만드는 방법을 소개해 스커트 제작을 도전하지 못했던 소어들도 쉽게 다가갈 수 있도록 도와준다.

S, M, L, LL 총 4사이즈의 실물크기 패턴도 함께 수록되어 있어 패턴을 직접 제도해야 하는 어려움 없이 쉽게 작품을 제작할 수 있으며, 만드는 방법 페이지에서 패턴 수정 방법을 안내하고 있어 수록된 패턴을 수정하여 사용할 수 있도록 도와준다.",Home_Cook_Beauty
스타일 북 두 번째 이야기,"베스트셀러 <스타일 북> 두 번째 책. 1권이 '무엇을 입는가'와 '왜 입는가'에 초점을 맞추었다면, 2권은 '어떻게 입는가'와 함께'어떻게 스타일을 위해 조화로운 발상을 할 수 있는가'에 중점을 뒀다. 한층 성숙해진 독자들의 눈높이와 욕구에 맞춰 스타일리스트로서의 전문성과 경험을 이야기하고, 패션 아이템에 대한 실용정보와 아이템을 활용한 스타일 연출법을 실어 '나만의 스타일'을 찾도록 이끈다.

저자는 무엇보다도 스타일을 대하는 마음가짐이 가장 중요하다고 강조한다. 당당하고 즐겁게 스타일을 즐기고 사랑해야 한다는 것이다. 제 아무리 다이아몬드 반지라도 주인의 마음이 우울하면 그 빛을 잃는다. 반면에 평범한 화이트 셔츠라도 여유롭고 자신감 있는 사람이 입으면 멋있어 보인다. 즉 스타일에 대한 태도와 행동 방식이 자신만의 스타일을 결정하는 것이다.",Home_Cook_Beauty
바이안의 심플 키토 테이블,"똑같이 지지고 볶고 튀기고 굽는데 왜 키토 요리는 어렵기만 할까? 그것은 아마 식재료 때문일 것이다. 자주 사용하는 올리브오일만 해도 식용유나 샐러드 드레싱을 만들 때 같은 오일을 사용해야 하는지 도통 알 수가 없다. 설탕 대체제인 에리스리톨도 종류가 다양해 어떤 제품을 골라야 할지 모르겠다. 이 책에서는 사용한 식재료의 사진과 이름, 제품을 만든 회사까지 표로 작성해 한눈에 확인할 수 있도록 보여준다.

또한 그동안 엄두도 내지 못했던 요리, 이게 맞나 저게 맞나 어려웠던 요리를 큐알코드 하나로 영상을 보며 천천히 따라해 볼 수 있다. 바이안의 유튜브 채널에는 이 책에 담긴 40개 이상의 요리 외에도 더 많은 빵, 쿠키 등이 다양하다. 요리도 쉽지만 영상을 보고 있노라면 나도 모르게 빠져들게 된다. 오븐을 사용하는 키토 요리 중 오븐 대신 에어프라이어나 전자레인지, 팬을 이용할 수 있도록 그 방법도 알려준다.

대부분의 사람은 다이어트 중 칼로리를 가장 제한한다. 하지만 키토식에서는 칼로리보다 내가 먹은 음식의 ‘고지’와 ‘저탄’을 아는 것이 중요하다. 요리마다 칼로리와 지방, 단백질, 총탄수화물, 식이섬유, 순탄수량까지 계산하여 표시했다. 내가 먹은 탄수 중 내 몸에 흡수되는 탄수량을 알면 얼마만큼 먹어야 할지 알 수 있다. 무엇을 먹느냐도 중요하지만 얼마큼 먹느냐도 매우 중요하다.",Home_Cook_Beauty
소문난 아이밥상,"올리브TV <홈메이드쿡>의 인기 요리 선생님이자 ‘홍신애닷컴’의 운영자인 저자가 어렸을 때부터 편식이 심하고 잔병치레가 많던 두 아이의 잘못된 식습관을 바로잡고 건강하게 키워낸 아이밥상의 모든 노하우를 담은 책이다.

밥 안 먹고 떼쓰는 아이를 위한 매일매일 밥.국.반찬.한그릇 요리, 편식하는 아이를 위해 대표 편식 재료만 골라 꼭꼭 숨겨 만든 숨바꼭질 요리, 군것질 좋아하는 아이를 위한 사먹는 것보다 맛있는 외식.간식, 잔병치레하는 아이를 위해 먹을수록 튼튼해지는 죽.보양식, 사교성 없는 아이를 위한 친구들에게 인기만점인 파티 요리.도시락까지, 그야말로 아이밥상의 모든 것을 책 한 권에 담았다.

세 살부터 열한 살까지 먹는 음식은 아이의 평생 건강을 좌우한다. 다양한 영양소가 담긴 식재료를 골고루 먹이고 싶지만 아이가 잘 먹지 않는다고 아이 탓만 하기보다는 지금부터 저자의 노하우가 담긴 <소문난 아이밥상>으로 아이 입맛을 사로잡아보자!",Home_Cook_Beauty
